[60, 31, 90, 95, 8, 69, 72, 6, 1, 79, 90, 19, 3, 63, 55, 39, 51, 25, 10, 29, 98, 68, 76, 13, 19, 77, 1, 70, 21, 25, 27, 43, 16, 16, 90, 58, 53, 69, 80, 33, 50, 21, 50, 76, 59, 92, 56, 1, 33, 28, 94, 93, 65, 54, 39, 45, 83, 66, 28, 7, 60, 14, 89, 82, 5, 53, 17, 51, 55, 54, 51, 62, 57, 24, 36, 57, 48, 39, 79, 12, 74, 94, 97, 73, 59, 98, 38, 82, 12, 25, 81, 91, 53, 15, 42, 96, 56, 18, 53, 33]
[93, 64, 4, 92, 27, 77, 72, 60, 46, 53, 12, 1, 78, 8, 18, 68, 49, 59, 71, 21, 32, 4, 15, 97, 12, 31, 74, 87, 11, 3, 65, 66, 54, 3, 17, 66, 18, 51, 93, 97, 36, 76, 84, 95, 94, 71, 20, 100, 73, 69, 13, 35, 6, 16, 22, 50, 28, 69, 26, 57, 21, 6, 54, 65, 9, 83, 92, 63, 94, 29, 67, 36, 60, 93, 9, 99, 40, 76, 65, 24, 16, 75, 50, 2, 31, 4, 33, 82, 14, 52, 90, 10, 42, 28, 15, 23, 95, 62, 12, 81]
[13, 72, 17, 98, 52, 14, 33, 49, 69, 32, 19, 1, 17, 58, 30, 71, 90, 74, 62, 29, 36, 70, 19, 37, 23, 57, 36, 97, 37, 55, 89, 81, 28, 9, 29, 48, 93, 4, 79, 98, 76, 41, 8, 43, 55, 12, 73, 30, 4, 58, 23, 17, 68, 63, 97, 59, 20, 15, 23, 97, 11, 19, 14, 3, 94, 91, 12, 71, 40, 45, 60, 70, 40, 93, 16, 5, 61, 75, 96, 82, 25, 24, 7, 17, 63, 8, 45, 63, 56, 33, 30, 25, 28, 51, 54, 96, 36, 9, 98, 49]
[23, 5, 75, 16, 2, 89, 86, 13, 48, 69, 57, 72, 61, 51, 94, 99, 57, 96, 70, 54, 4, 9, 4, 54, 33, 22, 62, 83, 76, 74, 34, 0, 30, 74, 82, 99, 55, 61, 85, 76, 79, 76, 69, 15, 88, 35, 90, 33, 90, 50, 11, 39, 79, 52, 61, 94, 99, 96, 39, 93, 68, 23, 80, 12, 90, 4, 5, 55, 54, 66, 30, 10, 70, 13, 78, 71, 80, 8, 30, 77, 76, 74, 53, 86, 81, 79, 14, 2, 65, 61, 16, 2, 19, 40, 92, 53, 1, 13, 47, 5]
[90, 49, 64, 11, 53, 41, 2, 35, 79, 99, 56, 38, 86, 46, 35, 53, 25, 15, 40, 56, 94, 36, 14, 8, 94, 3, 36, 88, 1, 87, 50, 14, 93, 58, 15, 48, 66, 98, 99, 39, 64, 57, 31, 4, 59, 85, 13, 46, 84, 56, 88, 11, 71, 14, 38, 40, 25, 69, 65, 54, 35, 35, 82, 28, 1, 95, 95, 68, 52, 26, 68, 81, 10, 53, 15, 33, 79, 93, 82, 58, 7, 39, 15, 78, 5, 69, 40, 41, 29, 82, 93, 66, 100, 39, 79, 17, 91, 28, 37, 3]
[22, 21, 3, 46, 40, 57, 10, 42, 21, 14, 63, 35, 45, 36, 22, 69, 47, 0, 52, 31, 22, 29, 32, 8, 26, 43, 52, 50, 85, 44, 20, 39, 97, 85, 3, 53, 68, 68, 67, 67, 44, 34, 22, 88, 90, 88, 8, 37, 51, 4, 58, 20, 96, 38, 27, 78, 43, 35, 0, 47, 51, 75, 41, 31, 79, 10, 98, 82, 12, 91, 90, 72, 91, 48, 41, 39, 65, 90, 8, 10, 70, 53, 7, 68, 52, 72, 23, 33, 11, 47, 36, 9, 5, 1, 22, 94, 27, 86, 19, 59]
[24, 78, 81, 46, 39, 20, 45, 63, 75, 96, 80, 1, 61, 18, 31, 40, 43, 60, 70, 74, 48, 23, 95, 55, 17, 50, 6, 84, 85, 50, 63, 87, 48, 86, 14, 91, 21, 12, 60, 2, 3, 86, 69, 62, 37, 36, 4, 88, 41, 14, 85, 88, 39, 63, 61, 68, 73, 54, 83, 39, 29, 7, 68, 64, 11, 100, 96, 0, 90, 9, 93, 7, 37, 64, 15, 7, 24, 51, 25, 53, 49, 83, 78, 18, 21, 72, 81, 3, 89, 29, 73, 76, 71, 96, 16, 59, 8, 34, 93, 12]
[24, 56, 34, 89, 33, 8, 99, 39, 17, 71, 91, 45, 69, 47, 65, 61, 79, 81, 57, 65, 87, 42, 66, 31, 4, 28, 6, 21, 65, 92, 17, 82, 57, 71, 99, 54, 90, 54, 57, 68, 47, 18, 75, 38, 95, 14, 77, 65, 33, 60, 11, 33, 33, 18, 77, 34, 89, 6, 94, 60, 79, 11, 23, 64, 64, 29, 33, 72, 51, 39, 31, 20, 87, 86, 99, 16, 21, 62, 34, 74, 29, 52, 6, 14, 67, 74, 6, 47, 51, 87, 35, 38, 90, 7, 28, 36, 60, 63, 4, 42]
[32, 25, 6, 27, 66, 82, 64, 47, 16, 74, 77, 34, 63, 70, 21, 13, 10, 62, 72, 32, 10, 50, 72, 22, 56, 24, 2, 19, 21, 53, 72, 92, 14, 61, 49, 15, 72, 36, 36, 77, 10, 85, 23, 49, 27, 12, 45, 35, 55, 32, 83, 2, 43, 8, 81, 83, 7, 93, 18, 90, 53, 83, 89, 58, 1, 84, 96, 47, 84, 82, 70, 42, 6, 50, 10, 98, 90, 99, 82, 52, 10, 21, 25, 48, 84, 58, 73, 43, 52, 36, 20, 83, 95, 77, 58, 83, 93, 10, 47, 44]
[42, 54, 16, 79, 36, 29, 37, 73, 15, 73, 22, 59, 5, 0, 80, 33, 2, 6, 24, 51, 6, 81, 53, 73, 22, 92, 14, 86, 77, 11, 27, 88, 16, 52, 49, 81, 77, 55, 9, 53, 34, 31, 78, 58, 55, 49, 18, 83, 36, 53, 98, 6, 24, 65, 49, 20, 74, 65, 78, 24, 16, 100, 30, 55, 50, 63, 66, 47, 68, 4, 100, 57, 40, 45, 97, 99, 37, 82, 81, 70, 5, 57, 11, 24, 72, 97, 6, 6, 34, 65, 69, 46, 13, 47, 88, 83, 78, 81, 44, 31]
[27, 16, 77, 24, 32, 69, 38, 59, 22, 35, 76, 83, 87, 39, 89, 6, 13, 65, 76, 52, 50, 1, 23, 57, 9, 40, 89, 8, 63, 26, 42, 99, 47, 61, 36, 58, 43, 64, 65, 99, 87, 4, 89, 46, 33, 27, 93, 55, 33, 100, 93, 97, 86, 13, 90, 33, 0, 13, 80, 15, 48, 86, 31, 0, 92, 13, 62, 16, 86, 4, 20, 71, 79, 84, 97, 15, 21, 45, 92, 72, 42, 14, 46, 30, 58, 64, 83, 31, 81, 38, 62, 76, 12, 70, 8, 21, 44, 56, 12, 2]
[1, 58, 61, 91, 61, 88, 79, 72, 83, 92, 88, 77, 74, 56, 80, 14, 55, 94, 69, 77, 99, 77, 9, 40, 44, 80, 42, 25, 68, 35, 15, 41, 42, 94, 62, 57, 27, 37, 27, 90, 53, 45, 94, 30, 53, 98, 29, 63, 18, 9, 18, 61, 92, 31, 100, 63, 81, 4, 22, 79, 29, 77, 97, 2, 71, 74, 52, 7, 28, 34, 13, 60, 98, 13, 34, 5, 66, 54, 84, 84, 27, 43, 3, 88, 63, 42, 71, 27, 25, 35, 4, 100, 100, 18, 72, 63, 23, 6, 76, 44]
[20, 23, 83, 5, 19, 17, 69, 23, 1, 95, 98, 87, 20, 32, 64, 63, 66, 15, 6, 92, 27, 7, 90, 91, 9, 7, 19, 98, 94, 57, 100, 100, 1, 61, 96, 99, 18, 93, 44, 91, 70, 39, 32, 82, 98, 69, 60, 39, 10, 15, 15, 0, 81, 38, 21, 34, 27, 76, 46, 42, 95, 54, 89, 92, 84, 58, 37, 4, 10, 59, 37, 39, 22, 38, 74, 25, 16, 100, 98, 47, 79, 48, 36, 42, 36, 39, 16, 44, 12, 62, 64, 69, 60, 11, 48, 44, 11, 55, 6, 4]
[14, 32, 54, 60, 77, 7, 30, 34, 40, 97, 23, 27, 83, 99, 51, 49, 89, 48, 14, 51, 11, 91, 47, 27, 100, 84, 81, 69, 34, 1, 39, 16, 28, 22, 68, 55, 54, 41, 74, 60, 5, 6, 54, 77, 25, 90, 53, 92, 39, 30, 3, 82, 39, 33, 9, 1, 99, 90, 93, 18, 84, 90, 30, 29, 50, 90, 49, 31, 75, 58, 97, 12, 5, 8, 94, 81, 63, 62, 9, 79, 82, 48, 41, 95, 25, 3, 12, 45, 30, 59, 47, 28, 73, 42, 59, 19, 91, 16, 89, 26]
[85, 63, 53, 24, 47, 77, 39, 5, 7, 1, 94, 14, 50, 89, 62, 14, 91, 80, 21, 77, 72, 94, 75, 76, 76, 94, 91, 95, 75, 80, 47, 93, 67, 31, 71, 82, 12, 77, 17, 42, 26, 13, 85, 25, 88, 37, 8, 72, 29, 44, 29, 26, 84, 94, 31, 2, 88, 26, 5, 37, 33, 95, 0, 59, 31, 62, 81, 60, 20, 98, 51, 54, 78, 61, 18, 44, 95, 50, 15, 68, 91, 94, 70, 69, 0, 8, 29, 42, 72, 17, 96, 74, 87, 32, 85, 11, 52, 32, 30, 93]
[70, 18, 56, 94, 74, 76, 71, 89, 12, 74, 92, 78, 36, 26, 22, 10, 14, 53, 14, 2, 69, 77, 91, 33, 8, 38, 52, 56, 86, 69, 89, 10, 74, 9, 80, 51, 50, 46, 50, 62, 59, 36, 63, 72, 3, 54, 9, 100, 63, 57, 73, 69, 91, 45, 55, 84, 90, 14, 49, 84, 78, 33, 19, 46, 37, 37, 26, 80, 62, 46, 75, 35, 11, 43, 36, 10, 74, 27, 79, 29, 52, 72, 53, 13, 13, 60, 30, 68, 35, 14, 72, 7, 69, 5, 1, 76, 88, 18, 99, 1]
[44, 33, 73, 72, 40, 89, 39, 77, 89, 79, 60, 38, 62, 100, 25, 80, 31, 32, 42, 30, 11, 70, 52, 66, 34, 26, 98, 9, 91, 83, 62, 51, 21, 0, 65, 36, 47, 19, 26, 0, 82, 25, 53, 74, 80, 57, 80, 62, 30, 39, 93, 61, 41, 0, 66, 51, 59, 70, 44, 65, 20, 70, 5, 22, 3, 13, 81, 77, 75, 63, 68, 59, 31, 100, 9, 21, 90, 19, 54, 43, 43, 59, 22, 100, 55, 65, 89, 55, 73, 11, 52, 66, 93, 30, 90, 91, 48, 38, 27, 55]
[12, 98, 78, 20, 59, 60, 42, 6, 25, 78, 38, 96, 84, 41, 23, 100, 53, 91, 76, 55, 17, 90, 92, 90, 5, 70, 25, 98, 86, 17, 5, 20, 15, 86, 26, 78, 27, 40, 42, 55, 55, 81, 32, 20, 76, 59, 14, 19, 34, 4, 47, 13, 89, 77, 29, 26, 77, 27, 39, 83, 88, 3, 61, 99, 54, 6, 86, 90, 27, 40, 64, 78, 57, 17, 19, 50, 96, 11, 47, 69, 91, 44, 61, 92, 7, 95, 7, 87, 58, 83, 22, 45, 15, 23, 78, 58, 89, 4, 53, 88]
[3, 88, 70, 93, 67, 59, 17, 31, 45, 12, 43, 51, 49, 24, 32, 12, 25, 8, 19, 45, 34, 23, 100, 10, 82, 67, 15, 58, 39, 7, 51, 17, 10, 31, 36, 30, 8, 11, 3, 91, 85, 24, 34, 0, 20, 34, 12, 41, 56, 50, 79, 43, 82, 86, 77, 44, 50, 92, 88, 19, 83, 11, 75, 7, 31, 64, 63, 100, 86, 74, 90, 40, 91, 73, 55, 65, 34, 1, 78, 7, 96, 24, 34, 17, 86, 0, 23, 8, 62, 57, 21, 70, 67, 10, 10, 41, 50, 80, 18, 23]
[56, 5, 71, 3, 58, 26, 3, 36, 12, 51, 21, 7, 22, 74, 50, 53, 14, 88, 18, 31, 35, 92, 5, 76, 70, 30, 38, 25, 76, 1, 46, 2, 64, 35, 82, 75, 26, 98, 83, 60, 64, 34, 98, 58, 24, 90, 22, 58, 63, 3, 95, 2, 4, 39, 45, 2, 16, 69, 13, 24, 98, 23, 9, 75, 1, 43, 53, 95, 31, 59, 32, 15, 65, 33, 63, 44, 38, 81, 95, 35, 13, 20, 45, 6, 22, 54, 1, 71, 22, 5, 43, 66, 64, 56, 9, 8, 98, 9, 41, 99]
[41, 5, 6, 99, 45, 37, 85, 32, 80, 21, 13, 81, 36, 7, 96, 3, 22, 21, 24, 100, 17, 98, 4, 31, 68, 4, 43, 57, 76, 31, 24, 97, 7, 84, 66, 43, 64, 95, 41, 8, 67, 0, 2, 93, 99, 71, 17, 82, 63, 34, 13, 25, 23, 95, 17, 2, 74, 16, 42, 68, 100, 50, 78, 86, 38, 76, 94, 20, 95, 20, 82, 15, 34, 50, 4, 35, 5, 9, 76, 66, 15, 85, 18, 88, 1, 39, 31, 72, 9, 78, 80, 78, 99, 31, 56, 5, 19, 70, 31, 65]
[34, 25, 41, 60, 24, 30, 58, 70, 92, 36, 65, 90, 64, 6, 32, 39, 30, 39, 1, 82, 64, 13, 87, 34, 57, 3, 81, 1, 40, 94, 26, 86, 74, 60, 69, 1, 12, 76, 27, 69, 45, 97, 84, 67, 96, 75, 48, 49, 34, 30, 47, 8, 57, 59, 78, 47, 70, 55, 32, 10, 95, 13, 32, 76, 99, 96, 9, 55, 70, 55, 37, 84, 36, 95, 21, 40, 77, 96, 13, 80, 87, 74, 24, 26, 60, 3, 5, 86, 52, 92, 10, 76, 32, 63, 94, 45, 79, 6, 29, 6]
[86, 37, 44, 68, 83, 52, 27, 66, 24, 47, 69, 48, 47, 1, 47, 54, 60, 0, 77, 39, 52, 86, 95, 31, 13, 74, 43, 91, 39, 53, 89, 27, 18, 46, 84, 25, 8, 95, 97, 100, 64, 82, 80, 88, 60, 86, 39, 76, 18, 30, 53, 15, 89, 10, 70, 7, 52, 2, 41, 48, 85, 1, 92, 86, 8, 39, 12, 3, 27, 45, 26, 89, 26, 25, 85, 69, 64, 83, 78, 96, 62, 62, 49, 94, 3, 94, 2, 34, 33, 85, 29, 71, 68, 7, 38, 11, 82, 60, 98, 60]
[92, 50, 9, 67, 61, 79, 15, 37, 97, 26, 77, 94, 18, 97, 73, 62, 97, 31, 3, 11, 14, 3, 76, 73, 73, 95, 12, 68, 64, 74, 70, 87, 84, 73, 64, 16, 24, 9, 59, 38, 85, 28, 66, 98, 67, 30, 7, 100, 70, 99, 59, 98, 79, 41, 4, 54, 76, 15, 10, 1, 62, 95, 29, 98, 2, 30, 36, 67, 10, 34, 22, 48, 25, 85, 15, 6, 3, 79, 6, 34, 95, 48, 58, 47, 21, 71, 59, 62, 22, 77, 95, 76, 73, 64, 64, 14, 9, 86, 44, 90]
[59, 67, 39, 90, 20, 21, 57, 15, 48, 43, 62, 85, 91, 38, 36, 17, 87, 81, 11, 79, 35, 24, 80, 35, 48, 66, 70, 31, 2, 100, 61, 39, 52, 20, 55, 13, 32, 75, 42, 76, 86, 19, 79, 77, 10, 64, 17, 73, 97, 74, 86, 6, 42, 26, 58, 53, 56, 79, 47, 66, 46, 41, 71, 92, 2, 65, 35, 88, 65, 11, 92, 27, 4, 21, 39, 29, 81, 55, 20, 3, 7, 33, 22, 6, 59, 8, 25, 82, 92, 58, 51, 76, 67, 70, 57, 80, 39, 81, 8, 99]
[76, 71, 57, 72, 25, 96, 65, 68, 86, 10, 19, 39, 73, 85, 38, 68, 46, 64, 4, 33, 60, 66, 88, 92, 98, 40, 44, 46, 19, 81, 85, 65, 4, 89, 66, 80, 16, 58, 84, 57, 55, 32, 81, 43, 86, 96, 33, 29, 31, 37, 44, 95, 80, 25, 89, 16, 28, 39, 48, 2, 0, 24, 43, 50, 92, 27, 0, 75, 60, 94, 31, 93, 93, 89, 41, 31, 29, 40, 55, 58, 44, 73, 5, 53, 89, 40, 88, 44, 47, 25, 47, 7, 52, 52, 36, 59, 86, 98, 28, 79]
[62, 4, 47, 27, 92, 98, 76, 98, 31, 97, 7, 28, 35, 67, 88, 7, 58, 15, 64, 29, 61, 83, 55, 19, 3, 44, 67, 89, 96, 91, 66, 77, 20, 81, 59, 60, 88, 17, 22, 6, 36, 59, 21, 28, 44, 92, 56, 12, 5, 49, 83, 36, 19, 62, 4, 45, 39, 47, 61, 94, 13, 100, 56, 96, 77, 62, 76, 56, 73, 26, 21, 37, 49, 93, 43, 67, 96, 24, 8, 31, 47, 99, 1, 79, 62, 33, 85, 81, 97, 11, 45, 78, 61, 62, 79, 29, 93, 39, 27, 32]
[64, 7, 80, 16, 89, 8, 50, 25, 43, 58, 88, 56, 58, 57, 39, 87, 68, 53, 77, 10, 100, 95, 59, 5, 11, 20, 32, 86, 83, 19, 57, 53, 7, 78, 99, 13, 73, 83, 23, 5, 99, 33, 76, 39, 72, 43, 92, 62, 19, 12, 41, 69, 21, 14, 76, 86, 58, 74, 100, 50, 92, 95, 9, 4, 58, 68, 30, 63, 96, 91, 71, 53, 9, 26, 78, 63, 96, 90, 69, 87, 5, 31, 51, 49, 44, 91, 57, 54, 38, 24, 58, 1, 1, 40, 1, 83, 64, 51, 54, 25]
[15, 79, 38, 56, 36, 9, 23, 69, 76, 47, 16, 87, 38, 17, 96, 45, 92, 39, 69, 36, 42, 97, 52, 79, 33, 88, 77, 65, 35, 78, 65, 59, 59, 38, 3, 99, 10, 45, 46, 68, 66, 64, 14, 0, 99, 26, 100, 62, 98, 6, 37, 90, 54, 1, 73, 87, 97, 1, 67, 40, 37, 94, 46, 70, 36, 19, 49, 69, 67, 27, 83, 98, 63, 83, 42, 50, 15, 82, 33, 13, 54, 18, 98, 77, 41, 96, 6, 34, 50, 84, 89, 94, 61, 63, 77, 64, 32, 27, 47, 49]
[4, 54, 47, 6, 100, 79, 48, 86, 42, 5, 16, 3, 35, 25, 65, 74, 13, 12, 83, 94, 2, 93, 61, 35, 55, 72, 18, 28, 7, 0, 94, 48, 76, 64, 28, 14, 50, 98, 21, 95, 31, 70, 44, 4, 48, 5, 39, 58, 98, 22, 31, 64, 23, 42, 60, 73, 93, 31, 3, 78, 53, 47, 76, 66, 82, 2, 95, 32, 46, 34, 100, 32, 60, 68, 84, 69, 59, 26, 47, 79, 40, 61, 5, 79, 23, 80, 47, 70, 55, 22, 5, 0, 37, 100, 94, 80, 25, 3, 38, 87]
[10, 86, 83, 49, 15, 4, 64, 83, 24, 24, 28, 61, 77, 36, 75, 99, 89, 38, 86, 99, 100, 10, 81, 48, 96, 70, 15, 100, 69, 39, 49, 62, 65, 68, 14, 85, 96, 92, 90, 53, 25, 66, 83, 25, 42, 97, 91, 30, 55, 60, 75, 44, 51, 47, 25, 99, 22, 74, 46, 50, 53, 68, 19, 71, 92, 9, 95, 70, 58, 71, 62, 77, 26, 84, 28, 53, 89, 93, 31, 58, 77, 92, 87, 63, 10, 30, 49, 77, 71, 52, 43, 52, 84, 64, 8, 19, 1, 56, 28, 75]
[37, 31, 52, 63, 51, 19, 25, 2, 40, 57, 83, 45, 46, 38, 93, 37, 85, 51, 5, 90, 69, 44, 51, 81, 87, 50, 14, 17, 13, 72, 30, 96, 96, 65, 73, 2, 48, 44, 66, 19, 20, 88, 5, 38, 100, 26, 68, 19, 37, 78, 9, 78, 9, 27, 52, 0, 31, 30, 57, 80, 76, 42, 33, 69, 15, 15, 31, 94, 79, 24, 40, 53, 88, 24, 50, 83, 78, 42, 1, 55, 44, 49, 35, 2, 20, 60, 49, 37, 57, 4, 38, 27, 37, 62, 27, 19, 31, 84, 71, 0]
[95, 89, 11, 9, 96, 59, 18, 47, 28, 100, 40, 33, 78, 81, 77, 72, 18, 1, 94, 100, 26, 82, 10, 34, 98, 64, 39, 17, 33, 95, 81, 55, 32, 72, 86, 30, 53, 17, 74, 63, 77, 74, 87, 72, 19, 70, 82, 31, 16, 57, 66, 52, 32, 33, 22, 58, 79, 42, 15, 67, 70, 64, 14, 88, 31, 40, 32, 41, 80, 46, 41, 93, 21, 35, 7, 2, 74, 35, 77, 97, 98, 60, 96, 67, 19, 1, 3, 54, 92, 19, 95, 48, 37, 90, 15, 49, 19, 49, 88, 73]
[91, 36, 86, 39, 61, 52, 9, 71, 71, 53, 55, 9, 35, 68, 60, 84, 57, 88, 7, 62, 93, 7, 77, 64, 75, 52, 14, 35, 32, 59, 21, 55, 25, 91, 62, 22, 25, 99, 43, 75, 3, 6, 33, 68, 42, 27, 10, 60, 89, 98, 78, 59, 76, 9, 92, 89, 72, 58, 20, 42, 7, 66, 54, 75, 82, 43, 71, 0, 39, 93, 69, 49, 9, 66, 61, 55, 85, 16, 41, 76, 15, 31, 5, 80, 63, 20, 100, 93, 34, 88, 68, 10, 27, 39, 88, 68, 63, 7, 59, 67]
[97, 60, 57, 17, 59, 17, 89, 12, 67, 1, 26, 20, 54, 4, 65, 75, 13, 6, 49, 85, 86, 65, 10, 87, 8, 99, 11, 61, 96, 87, 54, 11, 3, 5, 76, 45, 53, 94, 48, 81, 8, 3, 98, 2, 45, 49, 63, 6, 56, 29, 56, 59, 69, 73, 35, 49, 18, 94, 47, 30, 50, 48, 94, 19, 98, 22, 18, 63, 17, 9, 17, 65, 20, 58, 28, 24, 50, 72, 79, 65, 91, 2, 10, 59, 73, 68, 99, 38, 16, 33, 5, 38, 67, 30, 73, 33, 71, 81, 25, 7]
[43, 0, 25, 23, 62, 70, 23, 87, 62, 58, 19, 86, 68, 69, 13, 93, 25, 31, 28, 72, 25, 100, 23, 79, 86, 55, 89, 48, 89, 71, 79, 38, 11, 74, 81, 35, 21, 75, 62, 54, 33, 70, 60, 59, 90, 71, 56, 68, 69, 47, 21, 29, 7, 40, 40, 6, 29, 8, 10, 23, 18, 92, 50, 81, 28, 42, 44, 7, 30, 96, 96, 45, 92, 11, 98, 60, 49, 61, 10, 6, 82, 44, 41, 30, 74, 79, 48, 85, 51, 37, 18, 58, 4, 58, 19, 54, 36, 3, 87, 54]
